,Date,Sunset,DaylightHrs,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Cool,WetWeather,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Station,RH,CoolYearlyCum,Sunset7dAvg,DaylightHrs7dAvg,Tmax7dAvg,Tmin7dAvg,Tavg7dAvg,Depart7dAvg,DewPoint7dAvg,WetBulb7dAvg,Cool7dAvg,PrecipTotal7dAvg,StnPressure7dAvg,SeaLevel7dAvg,ResultSpeed7dAvg,ResultDir7dAvg,AvgSpeed7dAvg
184,2008-05-01,18.82,14.02,74.0,48.0,61.0,8.0,51.0,56.0,0.0,0,0.0,28.95,29.67,10.6,16.0,11.5,1,66.98341068019454,0.0,18.82,14.02,74.0,48.0,61.0,8.0,51.0,56.0,0.0,0.0,28.95,29.67,10.6,16.0,11.5
185,2008-05-02,18.83,14.049999999999997,74.0,51.0,63.0,9.0,55.0,58.0,0.0,1,1.28,28.79,29.53,13.8,20.0,15.1,1,75.51002886240347,0.0,18.825,14.034999999999998,74.0,49.5,62.0,8.5,53.0,57.0,0.0,0.64,28.869999999999997,29.6,12.2,18.0,13.3
186,2008-05-03,18.85,14.080000000000002,56.0,43.0,50.0,-4.0,41.0,46.0,0.0,1,0.001,29.01,29.69,10.4,25.0,12.7,1,51.03007828594974,0.0,18.833333333333332,14.049999999999999,68.0,47.333333333333336,58.0,4.333333333333333,49.0,53.333333333333336,0.0,0.427,28.916666666666668,29.63,11.6,20.333333333333332,13.1
187,2008-05-04,18.87,14.14,65.0,38.0,52.0,-2.0,34.0,45.0,0.0,0,0.0,29.31,30.02,5.6,24.0,6.3,1,10.41874098543712,0.0,18.8425,14.0725,67.25,45.0,56.5,2.75,45.25,51.25,0.0,0.32025,29.015,29.7275,10.1,21.25,11.399999999999999
188,2008-05-05,18.88,14.16,75.0,50.0,63.0,8.0,38.0,50.0,0.0,0,0.0,29.27,29.99,4.4,26.0,7.0,1,20.470108538059698,0.0,18.85,14.09,68.8,46.0,57.8,3.8,43.8,51.0,0.0,0.2562,29.066000000000003,29.78,8.959999999999999,22.2,10.52
189,2008-05-06,18.92,14.220000000000002,81.0,46.0,64.0,9.0,44.0,55.0,0.0,0,0.0,29.16,29.88,6.3,22.0,7.1,1,39.205087982539894,0.0,18.861666666666668,14.111666666666666,70.83333333333333,46.0,58.833333333333336,4.666666666666667,43.833333333333336,51.666666666666664,0.0,0.2135,29.081666666666667,29.796666666666667,8.516666666666666,22.166666666666668,9.95
190,2008-05-07,18.93,14.25,70.0,49.0,60.0,5.0,52.0,56.0,0.0,1,0.76,28.97,29.69,3.5,23.0,12.3,1,72.7044803541923,0.0,18.87142857142857,14.131428571428572,70.71428571428571,46.42857142857143,59.0,4.714285714285714,45.0,52.285714285714285,0.0,0.29157142857142854,29.065714285714286,29.78142857142857,7.799999999999999,22.285714285714285,10.285714285714286
191,2008-05-08,18.95,14.299999999999999,59.0,45.0,52.0,-4.0,35.0,44.0,0.0,0,0.0,29.08,29.82,12.2,5.0,12.6,1,15.591839576660632,0.0,18.889999999999997,14.171428571428573,68.57142857142857,46.0,57.714285714285715,3.0,42.714285714285715,50.57142857142857,0.0,0.29157142857142854,29.08428571428572,29.802857142857142,8.028571428571428,20.714285714285715,10.442857142857141
192,2008-05-09,18.97,14.34,58.0,41.0,50.0,-6.0,34.0,43.0,0.0,0,0.0,29.15,29.85,6.3,3.0,6.9,1,11.52468245475271,0.0,18.91,14.212857142857144,66.28571428571429,44.57142857142857,55.857142857142854,0.8571428571428571,39.714285714285715,48.42857142857143,0.0,0.1087142857142857,29.135714285714293,29.84857142857143,6.9571428571428555,18.285714285714285,9.271428571428572
193,2008-05-10,18.98,14.36,61.0,38.0,50.0,-6.0,37.0,45.0,0.0,0,0.0,29.08,29.85,5.9,7.0,6.3,1,28.612022362888695,0.0,18.928571428571427,14.252857142857144,67.0,43.857142857142854,55.857142857142854,0.5714285714285714,39.142857142857146,48.285714285714285,0.0,0.10857142857142855,29.14571428571429,29.87142857142857,6.314285714285712,15.714285714285714,8.357142857142858
194,2008-05-11,19.0,14.4,58.0,46.0,52.0,-5.0,43.0,47.0,0.0,1,0.95,28.85,29.55,14.5,2.0,17.7,1,56.12792234425557,0.0,18.947142857142858,14.290000000000003,66.0,45.0,55.857142857142854,0.14285714285714285,40.42857142857143,48.57142857142857,0.0,0.24428571428571427,29.080000000000005,29.804285714285715,7.585714285714284,12.571428571428571,9.985714285714286
195,2008-05-12,19.02,14.44,56.0,40.0,48.0,-9.0,38.0,43.0,0.0,0,0.0,29.26,29.96,5.1,7.0,7.8,1,38.36433411699626,0.0,18.967142857142857,14.330000000000002,63.285714285714285,43.57142857142857,53.714285714285715,-2.2857142857142856,40.42857142857143,47.57142857142857,0.0,0.24428571428571427,29.07857142857143,29.8,7.685714285714284,9.857142857142858,10.1
196,2008-05-13,19.03,14.46,73.0,40.0,57.0,-1.0,45.0,51.0,0.0,1,0.08,29.2,29.93,15.5,18.0,15.9,1,53.41541532459283,0.0,18.982857142857142,14.364285714285716,62.142857142857146,42.714285714285715,52.714285714285715,-3.7142857142857144,40.57142857142857,47.0,0.0,0.2557142857142857,29.084285714285716,29.807142857142857,8.999999999999998,9.285714285714286,11.35714285714286
197,2008-05-14,19.05,14.5,64.0,45.0,55.0,-3.0,48.0,52.0,0.0,1,0.02,29.19,29.89,2.0,25.0,9.6,1,70.66231224494993,0.0,19.0,14.400000000000002,61.285714285714285,42.142857142857146,52.0,-4.857142857142857,40.0,46.42857142857143,0.0,0.15,29.115714285714287,29.83571428571429,8.785714285714283,9.571428571428571,10.971428571428573
198,2008-05-15,19.07,14.54,57.0,43.0,50.0,-8.0,37.0,45.0,0.0,0,0.0,29.33,30.05,6.8,5.0,7.9,1,28.612022362888695,0.0,19.017142857142858,14.434285714285716,61.0,41.857142857142854,51.714285714285715,-5.428571428571429,40.285714285714285,46.57142857142857,0.0,0.15,29.15142857142857,29.868571428571435,8.01428571428571,9.571428571428571,10.300000000000002
199,2008-05-16,19.08,14.559999999999999,73.0,40.0,57.0,-2.0,41.0,50.0,0.0,0,0.0,29.1,29.86,8.9,25.0,9.4,1,37.318500206015656,0.0,19.032857142857143,14.465714285714286,63.142857142857146,41.714285714285715,52.714285714285715,-4.857142857142857,41.285714285714285,47.57142857142857,0.0,0.15,29.14428571428571,29.870000000000008,8.385714285714284,12.714285714285714,10.65714285714286
200,2008-05-17,19.1,14.600000000000001,73.0,52.0,63.0,4.0,41.0,52.0,0.0,1,0.12,28.87,29.61,12.9,30.0,14.7,1,30.494304663928656,0.0,19.05,14.500000000000002,64.85714285714286,43.714285714285715,54.57142857142857,-3.4285714285714284,41.857142857142854,48.57142857142857,0.0,0.16714285714285712,29.114285714285717,29.835714285714293,9.385714285714284,16.0,11.857142857142861
201,2008-05-18,19.12,14.64,55.0,44.0,50.0,-10.0,39.0,45.0,0.0,0,0.0,28.93,29.64,3.5,34.0,8.2,1,39.87260267672355,0.0,19.06714285714286,14.534285714285716,64.42857142857143,43.42857142857143,54.285714285714285,-4.142857142857143,41.285714285714285,48.285714285714285,0.0,0.031428571428571424,29.125714285714288,29.848571428571436,7.814285714285712,20.571428571428573,10.500000000000004
202,2008-05-19,19.13,14.66,60.0,40.0,50.0,-10.0,33.0,43.0,0.0,1,0.001,28.96,29.69,3.9,7.0,5.7,1,5.775777643053678,0.0,19.08285714285714,14.565714285714288,65.0,43.42857142857143,54.57142857142857,-4.285714285714286,40.57142857142857,48.285714285714285,0.0,0.03157142857142857,29.082857142857147,29.810000000000006,7.642857142857141,20.571428571428573,10.200000000000005
203,2008-05-20,19.15,14.7,66.0,47.0,57.0,-4.0,37.0,47.0,0.0,0,0.0,28.94,29.66,7.3,31.0,9.2,1,20.92408630966132,0.0,19.099999999999998,14.600000000000003,64.0,44.42857142857143,54.57142857142857,-4.714285714285714,39.42857142857143,47.714285714285715,0.0,0.020142857142857136,29.045714285714293,29.771428571428576,6.471428571428569,22.428571428571427,9.242857142857147
204,2008-05-21,19.17,14.740000000000002,66.0,41.0,54.0,-7.0,36.0,46.0,0.0,0,0.0,29.0,29.7,7.2,32.0,9.2,1,18.93963952964555,0.0,19.117142857142856,14.634285714285719,64.28571428571429,43.857142857142854,54.42857142857143,-5.285714285714286,37.714285714285715,46.857142857142854,0.0,0.01728571428571428,29.018571428571438,29.74428571428572,7.214285714285713,23.428571428571427,9.185714285714292
205,2008-05-22,19.18,14.76,59.0,45.0,52.0,-9.0,38.0,45.0,0.0,0,0.0,29.24,29.94,8.8,5.0,9.8,1,30.968054211035817,0.0,19.132857142857144,14.665714285714289,64.57142857142857,44.142857142857146,54.714285714285715,-5.428571428571429,37.857142857142854,46.857142857142854,0.0,0.01728571428571428,29.005714285714298,29.72857142857143,7.499999999999998,23.428571428571427,9.45714285714286
206,2008-05-23,19.2,14.78,57.0,46.0,52.0,-9.0,39.0,45.0,0.0,0,0.0,29.41,30.12,10.7,3.0,10.9,1,36.04631375615141,0.0,19.150000000000002,14.697142857142861,62.285714285714285,45.0,54.0,-6.428571428571429,37.57142857142857,46.142857142857146,0.0,0.01728571428571428,29.05000000000001,29.76571428571429,7.757142857142855,20.285714285714285,9.671428571428576
207,2008-05-24,19.22,14.819999999999999,67.0,40.0,54.0,-8.0,40.0,48.0,0.0,0,0.0,29.44,30.18,7.4,7.0,8.4,1,37.53165111399406,0.0,19.16714285714286,14.728571428571431,61.42857142857143,43.285714285714285,52.714285714285715,-8.142857142857142,37.42857142857143,45.57142857142857,0.0,0.00014285714285713704,29.131428571428582,29.84714285714286,6.97142857142857,17.0,8.771428571428576
208,2008-05-25,19.23,14.850000000000001,78.0,44.0,61.0,-1.0,50.0,57.0,0.0,1,0.001,29.18,29.93,10.3,18.0,11.9,1,63.600295128979724,0.0,19.18285714285714,14.75857142857143,64.71428571428571,43.285714285714285,54.285714285714285,-6.857142857142857,39.0,47.285714285714285,0.0,0.0002857142857142799,29.167142857142867,29.88857142857143,7.942857142857142,14.714285714285714,9.300000000000006
209,2008-05-26,19.25,14.879999999999999,81.0,47.0,64.0,2.0,60.0,64.0,0.0,1,0.48,29.11,29.81,6.2,25.0,11.8,1,88.26777958145045,0.0,19.2,14.790000000000003,67.71428571428571,44.285714285714285,56.285714285714285,-5.142857142857143,42.857142857142854,50.285714285714285,0.0,0.0687142857142857,29.18857142857144,29.90571428571429,8.27142857142857,17.285714285714285,10.171428571428576
210,2008-05-27,19.27,14.899999999999999,50.0,42.0,46.0,-16.0,35.0,42.0,0.0,0,0.0,29.5,30.19,19.2,3.0,19.3,1,21.97565002884596,0.0,19.217142857142857,14.81857142857143,65.42857142857143,43.57142857142857,54.714285714285715,-6.857142857142857,42.57142857142857,49.57142857142857,0.0,0.0687142857142857,29.26857142857144,29.981428571428577,9.971428571428572,13.285714285714286,11.614285714285717
211,2008-05-28,19.27,14.92,62.0,43.0,53.0,-10.0,32.0,43.0,0.0,0,0.0,29.6,30.34,8.2,6.0,8.7,1,0.0,0.0,19.231428571428573,14.844285714285714,64.85714285714286,43.857142857142854,54.57142857142857,-7.285714285714286,42.0,49.142857142857146,0.0,0.0687142857142857,29.354285714285727,30.07285714285715,10.114285714285714,9.571428571428571,11.542857142857146
212,2008-05-29,19.28,14.930000000000001,67.0,42.0,55.0,-9.0,37.0,47.0,0.0,1,0.01,29.39,30.16,3.5,11.0,4.2,1,22.643127911625204,0.0,19.245714285714286,14.868571428571428,66.0,43.42857142857143,55.0,-7.285714285714286,41.857142857142854,49.42857142857143,0.0,0.07014285714285713,29.37571428571429,30.10428571428572,9.357142857142858,10.428571428571429,10.742857142857147
213,2008-05-30,19.3,14.97,77.0,55.0,66.0,2.0,59.0,62.0,1.0,1,0.4,29.03,29.79,8.4,21.0,10.4,1,80.63386019227636,1.0,19.26,14.895714285714286,68.85714285714286,44.714285714285715,57.0,-5.714285714285714,44.714285714285715,51.857142857142854,0.14285714285714285,0.12728571428571428,29.32142857142858,30.05714285714286,9.028571428571428,13.0,10.671428571428576
214,2008-05-31,19.32,14.99,79.0,59.0,69.0,5.0,56.0,62.0,4.0,0,0.0,29.1,29.8,10.8,28.0,11.9,1,66.73102527570724,5.0,19.274285714285718,14.92,70.57142857142857,47.42857142857143,59.142857142857146,-3.857142857142857,47.0,53.857142857142854,0.7142857142857143,0.12728571428571428,29.272857142857152,30.00285714285715,9.514285714285714,16.0,11.171428571428576
215,2008-06-01,19.33,15.009999999999998,74.0,53.0,64.0,0.0,47.0,55.0,0.0,0,0.0,29.23,29.95,4.6,10.0,5.4,1,48.67438355236418,5.0,19.28857142857143,14.942857142857141,70.0,48.714285714285715,59.57142857142857,-3.7142857142857144,46.57142857142857,53.57142857142857,0.7142857142857143,0.12714285714285714,29.280000000000005,30.005714285714287,8.7,14.857142857142858,10.242857142857147
216,2008-06-02,19.33,15.009999999999998,86.0,56.0,71.0,7.0,52.0,60.0,6.0,1,0.001,29.16,29.89,1.9,8.0,4.8,1,53.4576395783023,11.0,19.300000000000004,14.96142857142857,70.71428571428571,50.0,60.57142857142857,-3.0,45.42857142857143,53.0,1.5714285714285714,0.05871428571428572,29.287142857142864,30.017142857142858,8.085714285714284,12.428571428571429,9.242857142857147
217,2008-06-03,19.35,15.05,69.0,55.0,62.0,-2.0,55.0,57.0,0.0,1,0.52,28.97,29.69,7.3,4.0,9.2,1,77.85698442975647,11.0,19.31142857142857,14.982857142857142,73.42857142857143,51.857142857142854,62.857142857142854,-1.0,48.285714285714285,55.142857142857146,1.5714285714285714,0.133,29.211428571428577,29.945714285714285,6.385714285714284,12.571428571428571,7.800000000000005
218,2008-06-04,19.37,15.07,78.0,54.0,66.0,2.0,59.0,61.0,1.0,1,0.001,28.9,29.62,4.5,4.0,5.2,1,80.63386019227636,12.0,19.325714285714287,15.004285714285713,75.71428571428571,53.42857142857143,64.71428571428571,0.7142857142857143,52.142857142857146,57.714285714285715,1.7142857142857142,0.13314285714285715,29.11142857142858,29.842857142857145,5.857142857142855,12.285714285714286,7.300000000000005
219,2008-06-05,19.38,15.099999999999998,87.0,60.0,74.0,9.0,68.0,71.0,9.0,1,0.64,29.0,29.7,11.5,20.0,14.0,1,86.82299462276178,21.0,19.34,15.028571428571425,78.57142857142857,56.0,67.42857142857143,3.2857142857142856,56.57142857142857,61.142857142857146,3.0,0.22314285714285714,29.05571428571429,29.777142857142856,6.999999999999998,13.571428571428571,8.700000000000005
220,2008-06-06,19.38,15.099999999999998,87.0,73.0,80.0,14.0,68.0,72.0,15.0,1,0.001,29.07,29.76,21.1,20.0,21.5,1,76.94024058983315,36.0,19.351428571428567,15.047142857142854,80.0,58.57142857142857,69.42857142857143,5.0,57.857142857142854,62.57142857142857,5.0,0.16614285714285712,29.061428571428575,29.77285714285714,8.814285714285713,13.428571428571429,10.28571428571429
221,2008-06-07,19.4,15.119999999999997,85.0,69.0,77.0,11.0,71.0,73.0,12.0,1,0.11,29.16,29.86,12.5,19.0,13.2,1,87.78049093946792,48.0,19.36285714285714,15.06571428571428,80.85714285714286,60.0,70.57142857142857,5.857142857142857,60.0,64.14285714285714,6.142857142857143,0.18185714285714286,29.070000000000004,29.781428571428567,9.057142857142855,12.142857142857142,10.471428571428575
222,2008-06-08,19.42,15.14,85.0,64.0,75.0,9.0,68.0,70.0,10.0,1,1.24,29.11,29.81,6.5,18.0,12.2,1,84.9843427096588,58.0,19.375714285714285,15.084285714285711,82.42857142857143,61.57142857142857,72.14285714285714,7.142857142857143,63.0,66.28571428571429,7.571428571428571,0.359,29.052857142857146,29.76142857142857,9.328571428571427,13.285714285714286,11.442857142857147
223,2008-06-09,19.42,15.150000000000002,74.0,65.0,70.0,4.0,64.0,66.0,5.0,1,0.14,29.1,29.82,6.3,22.0,7.7,1,85.30925888199384,63.0,19.38857142857143,15.104285714285712,80.71428571428571,62.857142857142854,72.0,6.714285714285714,64.71428571428571,67.14285714285714,7.428571428571429,0.3788571428571429,29.044285714285717,29.75142857142857,9.957142857142856,15.285714285714286,11.857142857142861
224,2008-06-10,19.43,15.16,79.0,59.0,69.0,2.0,56.0,61.0,4.0,1,0.001,29.18,29.89,8.8,25.0,9.6,1,66.73102527570724,67.0,19.400000000000006,15.12,82.14285714285714,63.42857142857143,73.0,7.285714285714286,64.85714285714286,67.71428571428571,8.0,0.3047142857142857,29.07428571428572,29.779999999999998,10.171428571428569,18.285714285714285,11.914285714285716
225,2008-06-11,19.43,15.16,86.0,61.0,74.0,7.0,56.0,64.0,9.0,0,0.0,29.28,29.99,8.9,18.0,10.0,1,59.41916269893961,76.0,19.408571428571435,15.132857142857139,83.28571428571429,64.42857142857143,74.14285714285714,8.0,64.42857142857143,68.14285714285714,9.142857142857142,0.3045714285714286,29.128571428571433,29.83285714285714,10.799999999999999,20.285714285714285,12.600000000000003
226,2008-06-12,19.45,15.18,91.0,73.0,82.0,14.0,63.0,69.0,17.0,0,0.0,29.2,29.9,16.1,18.0,16.3,1,64.56723183541821,93.0,19.418571428571433,15.144285714285713,83.85714285714286,66.28571428571429,75.28571428571429,8.714285714285714,63.714285714285715,67.85714285714286,10.285714285714286,0.21314285714285713,29.157142857142862,29.861428571428572,11.457142857142856,20.0,12.92857142857143
227,2008-06-13,19.45,15.18,82.0,65.0,74.0,6.0,62.0,66.0,9.0,1,0.39,29.21,29.92,8.9,22.0,9.9,1,73.30063462942509,102.0,19.428571428571434,15.155714285714286,83.14285714285714,65.14285714285714,74.42857142857143,7.571428571428571,62.857142857142854,67.0,9.428571428571429,0.26871428571428574,29.17714285714286,29.884285714285713,9.714285714285714,20.285714285714285,11.271428571428574
228,2008-06-14,19.47,15.2,84.0,59.0,72.0,4.0,53.0,61.0,7.0,0,0.0,29.23,29.94,8.3,24.0,8.8,1,54.72229648442723,109.0,19.438571428571432,15.16714285714286,83.0,63.714285714285715,73.71428571428571,6.571428571428571,60.285714285714285,65.28571428571429,8.714285714285714,0.253,29.187142857142863,29.895714285714284,9.114285714285714,21.0,10.642857142857144
229,2008-06-15,19.47,15.2,81.0,61.0,71.0,3.0,60.0,64.0,6.0,1,0.18,29.15,29.84,8.1,24.0,9.8,1,73.52729751711898,115.0,19.445714285714285,15.175714285714289,82.42857142857143,63.285714285714285,73.14285714285714,5.714285714285714,59.142857142857146,64.42857142857143,8.142857142857142,0.10157142857142858,29.192857142857147,29.9,9.342857142857142,21.857142857142858,10.3
230,2008-06-16,19.48,15.21,72.0,59.0,66.0,-3.0,49.0,57.0,1.0,0,0.0,29.2,29.91,10.7,31.0,11.2,1,51.91071348289349,116.0,19.454285714285714,15.184285714285718,82.14285714285714,62.42857142857143,72.57142857142857,4.714285714285714,57.0,63.142857142857146,7.571428571428571,0.08157142857142859,29.20714285714286,29.912857142857142,9.971428571428572,23.142857142857142,10.8
231,2008-06-17,19.48,15.21,76.0,55.0,66.0,-3.0,46.0,55.0,1.0,0,0.0,29.26,29.97,10.7,30.0,11.2,1,43.04024963989127,117.0,19.46142857142857,15.191428571428576,81.71428571428571,61.857142857142854,72.14285714285714,4.0,55.57142857142857,62.285714285714285,7.142857142857143,0.08142857142857143,29.21857142857143,29.92428571428571,10.242857142857144,23.857142857142858,11.02857142857143
232,2008-06-18,19.48,15.21,77.0,56.0,67.0,-3.0,48.0,56.0,2.0,0,0.0,29.21,29.92,4.8,3.0,7.3,1,47.6711446981352,119.0,19.468571428571426,15.198571428571436,80.42857142857143,61.142857142857146,71.14285714285714,2.5714285714285716,54.42857142857143,61.142857142857146,6.142857142857143,0.08142857142857143,29.208571428571428,29.91428571428571,9.657142857142857,21.714285714285715,10.642857142857144
233,2008-06-19,19.5,15.23,81.0,52.0,67.0,-3.0,46.0,56.0,2.0,0,0.0,29.21,29.93,1.8,25.0,5.1,1,41.9010546326891,121.0,19.475714285714282,15.205714285714294,79.0,58.142857142857146,69.0,0.14285714285714285,52.0,59.285714285714285,4.0,0.08142857142857143,29.210000000000004,29.918571428571425,7.614285714285713,22.714285714285715,9.042857142857144
234,2008-06-20,19.5,15.23,82.0,58.0,70.0,0.0,53.0,60.0,5.0,1,0.09,29.25,29.96,6.7,22.0,7.9,1,57.35617951441899,126.0,19.482857142857142,15.212857142857152,79.0,57.142857142857146,68.42857142857143,-0.7142857142857143,50.714285714285715,58.42857142857143,3.4285714285714284,0.038571428571428576,29.215714285714288,29.92428571428571,7.299999999999999,22.714285714285715,8.75714285714286
235,2008-06-21,19.5,15.23,82.0,61.0,72.0,2.0,52.0,61.0,7.0,0,0.01,29.24,29.95,7.1,29.0,7.8,1,52.232840619836566,133.0,19.487142857142857,15.217142857142866,78.71428571428571,57.42857142857143,68.42857142857143,-1.0,50.57142857142857,58.42857142857143,3.4285714285714284,0.04,29.217142857142864,29.92571428571428,7.128571428571427,23.428571428571427,8.614285714285717
236,2008-06-22,19.52,15.239999999999998,82.0,57.0,70.0,0.0,52.0,59.0,5.0,1,0.16,29.18,29.89,2.9,31.0,5.1,1,54.746901639845156,138.0,19.494285714285716,15.222857142857151,78.85714285714286,56.857142857142854,68.28571428571429,-1.4285714285714286,49.42857142857143,57.714285714285715,3.2857142857142856,0.03714285714285715,29.22142857142858,29.932857142857134,6.385714285714284,24.428571428571427,7.942857142857146
237,2008-06-23,19.52,15.239999999999998,77.0,56.0,67.0,-3.0,54.0,59.0,2.0,0,0.0,29.33,30.04,3.9,4.0,6.4,1,64.67358098710076,140.0,19.500000000000004,15.227142857142866,79.57142857142857,56.42857142857143,68.42857142857143,-1.4285714285714286,50.142857142857146,58.0,3.4285714285714284,0.03714285714285715,29.24000000000001,29.95142857142856,5.414285714285713,20.571428571428573,7.257142857142861
238,2008-06-24,19.52,15.239999999999998,82.0,55.0,69.0,-2.0,53.0,60.0,4.0,0,0.0,29.44,30.15,5.1,18.0,5.8,1,58.779900071171284,144.0,19.505714285714294,15.23142857142858,80.42857142857143,56.42857142857143,68.85714285714286,-1.2857142857142858,51.142857142857146,58.714285714285715,3.857142857142857,0.03714285714285715,29.265714285714296,29.977142857142848,4.614285714285714,18.857142857142858,6.485714285714288
239,2008-06-25,19.52,15.239999999999998,79.0,66.0,73.0,2.0,64.0,67.0,8.0,1,0.08,29.28,29.99,8.0,22.0,9.3,1,79.57628673838167,152.0,19.51142857142858,15.235714285714295,80.71428571428571,57.857142857142854,69.71428571428571,-0.5714285714285714,53.42857142857143,60.285714285714285,4.714285714285714,0.048571428571428585,29.275714285714294,29.987142857142853,5.071428571428571,21.571428571428573,6.771428571428574
240,2008-06-26,19.52,15.219999999999999,86.0,70.0,78.0,7.0,66.0,70.0,13.0,1,0.0,29.15,29.86,6.3,26.0,7.3,1,75.83344472915752,165.0,19.514285714285727,15.234285714285722,81.42857142857143,60.42857142857143,71.28571428571429,0.8571428571428571,56.285714285714285,62.285714285714285,6.285714285714286,0.048571428571428585,29.267142857142865,29.977142857142855,5.714285714285714,21.714285714285715,7.085714285714288
241,2008-06-27,19.52,15.219999999999999,84.0,66.0,75.0,4.0,67.0,70.0,10.0,1,0.001,29.05,29.76,6.7,22.0,7.4,1,82.80217334288635,175.0,19.51714285714287,15.232857142857151,81.71428571428571,61.57142857142857,72.0,1.4285714285714286,58.285714285714285,63.714285714285715,7.0,0.03585714285714287,29.23857142857144,29.948571428571423,5.714285714285714,21.714285714285715,7.014285714285717
242,2008-06-28,19.52,15.2,83.0,64.0,74.0,3.0,55.0,63.0,9.0,1,0.04,28.98,29.69,12.1,25.0,13.2,1,57.069663690344164,184.0,19.520000000000014,15.228571428571437,81.85714285714286,62.0,72.28571428571429,1.5714285714285714,58.714285714285715,64.0,7.285714285714286,0.040142857142857154,29.20142857142858,29.911428571428566,6.428571428571429,21.142857142857142,7.785714285714287
243,2008-06-29,19.52,15.2,75.0,60.0,68.0,-3.0,58.0,61.0,3.0,1,0.58,29.08,29.77,7.3,31.0,9.7,1,73.81351077424756,187.0,19.520000000000014,15.222857142857151,80.85714285714286,62.42857142857143,72.0,1.1428571428571428,59.57142857142857,64.28571428571429,7.0,0.10014285714285713,29.187142857142867,29.89428571428571,7.057142857142857,21.142857142857142,8.442857142857145
244,2008-06-30,19.52,15.2,80.0,59.0,70.0,-2.0,50.0,58.0,5.0,0,0.0,29.28,29.98,6.0,34.0,9.6,1,49.49323247561778,192.0,19.520000000000014,15.217142857142866,81.28571428571429,62.857142857142854,72.42857142857143,1.2857142857142858,59.0,64.14285714285714,7.428571428571429,0.10014285714285713,29.180000000000007,29.885714285714283,7.357142857142857,25.428571428571427,8.900000000000002
245,2008-07-01,19.52,15.19,83.0,58.0,71.0,-1.0,51.0,60.0,6.0,0,0.0,29.24,29.97,8.1,24.0,8.0,1,50.89840562695597,198.0,19.520000000000014,15.21000000000001,81.42857142857143,63.285714285714285,72.71428571428571,1.4285714285714286,58.714285714285715,64.14285714285714,7.714285714285714,0.10014285714285713,29.15142857142858,29.859999999999996,7.785714285714286,26.285714285714285,9.214285714285717
246,2008-07-02,19.52,15.19,87.0,63.0,75.0,3.0,62.0,66.0,10.0,1,0.2,29.09,29.79,8.7,23.0,13.2,1,71.74834594508937,208.0,19.520000000000014,15.202857142857154,82.57142857142857,62.857142857142854,73.0,1.5714285714285714,58.42857142857143,64.0,8.0,0.1172857142857143,29.124285714285723,29.831428571428567,7.885714285714286,26.428571428571427,9.771428571428574
247,2008-07-03,19.52,15.17,71.0,55.0,63.0,-9.0,51.0,57.0,0.0,0,0.001,29.34,30.04,11.6,3.0,12.0,1,62.93621586034741,208.0,19.520000000000014,15.195714285714297,80.42857142857143,60.714285714285715,70.85714285714286,-0.7142857142857143,56.285714285714285,62.142857142857146,6.142857142857143,0.11742857142857144,29.15142857142858,29.85714285714285,8.642857142857142,23.142857142857142,10.442857142857147
248,2008-07-04,19.5,15.129999999999999,76.0,52.0,64.0,-8.0,50.0,57.0,0.0,0,0.0,29.35,30.06,6.0,5.0,6.6,1,58.01624949535727,208.0,19.51714285714287,15.182857142857154,79.28571428571429,58.714285714285715,69.28571428571429,-2.4285714285714284,53.857142857142854,60.285714285714285,4.714285714285714,0.1172857142857143,29.19428571428572,29.899999999999995,8.542857142857143,20.714285714285715,10.328571428571431
249,2008-07-05,19.5,15.129999999999999,80.0,54.0,67.0,-5.0,52.0,59.0,2.0,0,0.0,29.31,30.03,4.6,7.0,7.0,1,59.05672053128848,210.0,19.514285714285727,15.172857142857152,78.85714285714286,57.285714285714285,68.28571428571429,-3.5714285714285716,53.42857142857143,59.714285714285715,3.7142857142857144,0.11157142857142857,29.241428571428578,29.948571428571423,7.47142857142857,18.142857142857142,9.442857142857145
250,2008-07-06,19.5,15.120000000000001,87.0,59.0,73.0,1.0,57.0,65.0,8.0,0,0.0,29.21,29.94,9.3,19.0,9.4,1,63.129939474106564,218.0,19.51142857142858,15.161428571428582,80.57142857142857,57.142857142857146,69.0,-3.0,53.285714285714285,60.285714285714285,4.428571428571429,0.028714285714285723,29.26000000000001,29.972857142857134,7.757142857142857,16.428571428571427,9.400000000000002
251,2008-07-07,19.5,15.120000000000001,87.0,71.0,79.0,7.0,67.0,71.0,14.0,1,0.03,29.16,29.87,10.9,22.0,11.9,1,76.39872724715251,232.0,19.508571428571436,15.15000000000001,81.57142857142857,58.857142857142854,70.28571428571429,-1.7142857142857142,55.714285714285715,62.142857142857146,5.714285714285714,0.03300000000000001,29.24285714285715,29.957142857142852,8.457142857142857,14.714285714285714,9.728571428571431
252,2008-07-08,19.48,15.08,85.0,70.0,78.0,5.0,67.0,71.0,13.0,0,0.03,29.1,29.81,7.8,26.0,9.1,1,77.89518475865552,245.0,19.50285714285715,15.134285714285724,81.85714285714286,60.57142857142857,71.28571428571429,-0.8571428571428571,58.0,63.714285714285715,6.714285714285714,0.0372857142857143,29.222857142857148,29.93428571428571,8.414285714285715,15.0,9.885714285714288
