month,Species,NumMosquitos,Sunset,Street,DaylightHrs,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,WnvPresent
8,CULEX PIPIENS/RESTUANS,30,1903, S UNION AVE,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS/RESTUANS,50,1903, S UNION AVE,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS/RESTUANS,50,1903, S UNION AVE,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX RESTUANS,2,1903, S UNION AVE,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS,36,1903, S UNION AVE,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,1
8,CULEX PIPIENS,43,1903, S UNION AVE,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS,5,1903, S CHICAGO AVE,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS/RESTUANS,24,1903, S KOLMAR,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS/RESTUANS,50,1903, S KOLMAR,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX RESTUANS,1,1903, S KOLMAR,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS,23,1903, S KOLMAR,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,1
8,CULEX PIPIENS/RESTUANS,20,1903, W 64TH ST,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,1
8,CULEX PIPIENS,26,1903, W 64TH ST,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,1
8,CULEX PIPIENS/RESTUANS,18,1903, S PULASKI RD,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS,13,1903, S PULASKI RD,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS,50,1903, S DOTY AVE,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS/RESTUANS,7,1903, S STONY ISLAND AVE,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS,3,1903, S STONY ISLAND AVE,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS/RESTUANS,4,1903, E 91ST ST,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS,9,1903, E 91ST ST,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS/RESTUANS,1,1903, S KEDZIE AVE,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS/RESTUANS,10,1903, E 138TH ST,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS,15,1903, E 138TH ST,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS/RESTUANS,4,1903, S MUSKEGON AVE,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS,2,1903, S MUSKEGON AVE,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS/RESTUANS,32,1903, S AVENUE G,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS,34,1903, S AVENUE G,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS/RESTUANS,15,1903, S COTTAGE GROVE,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS,18,1903, S COTTAGE GROVE,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS/RESTUANS,50,1903, S AVENUE L,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS/RESTUANS,33,1903, S AVENUE L,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS/RESTUANS,50,1903, S AVENUE L,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS/RESTUANS,20,1903, S AVENUE L,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS/RESTUANS,50,1903, S AVENUE L,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS/RESTUANS,50,1903, S AVENUE L,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS,50,1903, S AVENUE L,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS,18,1903, S AVENUE L,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS,46,1903, S AVENUE L,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS,43,1903, S AVENUE L,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX SALINARIUS,1,1903, S AVENUE L,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX TERRITANS,6,1903, S AVENUE L,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS/RESTUANS,6,1903, S KILPATRICK AVE,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS,7,1903, S KILPATRICK AVE,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS/RESTUANS,14,1903, W 37TH PL.,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS,6,1903, W 37TH PL.,1451,87.0,74.0,81.0,8.0,72.0,74.0,16.0,0.09,29.18,29.81,1.5,4.0,6.4,0
8,CULEX PIPIENS/RESTUANS,10,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS/RESTUANS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS/RESTUANS,44,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,1
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,1
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,1
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,1
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,1
8,CULEX PIPIENS,32,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,1
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,1
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,1
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,1
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,1
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,1
8,CULEX PIPIENS,50,1902, S DOTY AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S STONY ISLAND AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S STONY ISLAND AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S STONY ISLAND AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S STONY ISLAND AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,1
8,CULEX PIPIENS,50,1902, S STONY ISLAND AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S STONY ISLAND AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S STONY ISLAND AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,1
8,CULEX PIPIENS,50,1902, S STONY ISLAND AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S STONY ISLAND AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S STONY ISLAND AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S STONY ISLAND AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S STONY ISLAND AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S STONY ISLAND AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S STONY ISLAND AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S STONY ISLAND AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S STONY ISLAND AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S STONY ISLAND AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S STONY ISLAND AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S STONY ISLAND AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, S STONY ISLAND AVE,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS/RESTUANS,48,1902, E 105TH ST,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS/RESTUANS,50,1902, E 105TH ST,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,39,1902, E 105TH ST,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, E 105TH ST,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,1
8,CULEX PIPIENS,50,1902, E 105TH ST,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, E 105TH ST,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, E 105TH ST,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, E 105TH ST,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, E 105TH ST,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, E 105TH ST,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,1
8,CULEX PIPIENS,45,1902, E 105TH ST,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, E 105TH ST,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, E 105TH ST,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, E 105TH ST,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, E 105TH ST,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, E 105TH ST,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, E 105TH ST,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,37,1902, E 105TH ST,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,0
8,CULEX PIPIENS,50,1902, E 105TH ST,1449,85.0,73.0,79.0,6.0,71.0,73.0,14.0,0.46,29.19,29.82,3.1,27.0,6.3,1
8,CULEX PIPIENS/RESTUANS,50,1900, S STONY ISLAND AVE,1446,86.0,73.0,80.0,7.0,69.0,72.0,15.0,0.0,29.32,29.94,3.0,6.0,5.4,0
8,CULEX PIPIENS/RESTUANS,25,1900, S STONY ISLAND AVE,1446,86.0,73.0,80.0,7.0,69.0,72.0,15.0,0.0,29.32,29.94,3.0,6.0,5.4,0
8,CULEX PIPIENS/RESTUANS,46,1900, S STONY ISLAND AVE,1446,86.0,73.0,80.0,7.0,69.0,72.0,15.0,0.0,29.32,29.94,3.0,6.0,5.4,0
8,CULEX PIPIENS,50,1900, S STONY ISLAND AVE,1446,86.0,73.0,80.0,7.0,69.0,72.0,15.0,0.0,29.32,29.94,3.0,6.0,5.4,0
8,CULEX PIPIENS,50,1900, S STONY ISLAND AVE,1446,86.0,73.0,80.0,7.0,69.0,72.0,15.0,0.0,29.32,29.94,3.0,6.0,5.4,0
8,CULEX PIPIENS,42,1900, S STONY ISLAND AVE,1446,86.0,73.0,80.0,7.0,69.0,72.0,15.0,0.0,29.32,29.94,3.0,6.0,5.4,0
8,CULEX PIPIENS,50,1900, S STONY ISLAND AVE,1446,86.0,73.0,80.0,7.0,69.0,72.0,15.0,0.0,29.32,29.94,3.0,6.0,5.4,0
8,CULEX PIPIENS,50,1900, S STONY ISLAND AVE,1446,86.0,73.0,80.0,7.0,69.0,72.0,15.0,0.0,29.32,29.94,3.0,6.0,5.4,0
8,CULEX PIPIENS,50,1900, S STONY ISLAND AVE,1446,86.0,73.0,80.0,7.0,69.0,72.0,15.0,0.0,29.32,29.94,3.0,6.0,5.4,0
8,CULEX PIPIENS,50,1900, S STONY ISLAND AVE,1446,86.0,73.0,80.0,7.0,69.0,72.0,15.0,0.0,29.32,29.94,3.0,6.0,5.4,0
8,CULEX PIPIENS,50,1900, S STONY ISLAND AVE,1446,86.0,73.0,80.0,7.0,69.0,72.0,15.0,0.0,29.32,29.94,3.0,6.0,5.4,0
8,CULEX PIPIENS,50,1900, S STONY ISLAND AVE,1446,86.0,73.0,80.0,7.0,69.0,72.0,15.0,0.0,29.32,29.94,3.0,6.0,5.4,0
8,CULEX PIPIENS,43,1900, S STONY ISLAND AVE,1446,86.0,73.0,80.0,7.0,69.0,72.0,15.0,0.0,29.32,29.94,3.0,6.0,5.4,1
8,CULEX PIPIENS,45,1900, S STONY ISLAND AVE,1446,86.0,73.0,80.0,7.0,69.0,72.0,15.0,0.0,29.32,29.94,3.0,6.0,5.4,0
8,CULEX PIPIENS,50,1900, S STONY ISLAND AVE,1446,86.0,73.0,80.0,7.0,69.0,72.0,15.0,0.0,29.32,29.94,3.0,6.0,5.4,0
8,CULEX PIPIENS,50,1900, S STONY ISLAND AVE,1446,86.0,73.0,80.0,7.0,69.0,72.0,15.0,0.0,29.32,29.94,3.0,6.0,5.4,0
8,CULEX PIPIENS,21,1900, S STONY ISLAND AVE,1446,86.0,73.0,80.0,7.0,69.0,72.0,15.0,0.0,29.32,29.94,3.0,6.0,5.4,0
8,CULEX PIPIENS/RESTUANS,21,1900, S TORRENCE AVE,1446,86.0,73.0,80.0,7.0,69.0,72.0,15.0,0.0,29.32,29.94,3.0,6.0,5.4,0
8,CULEX PIPIENS/RESTUANS,35,1900, S TORRENCE AVE,1446,86.0,73.0,80.0,7.0,69.0,72.0,15.0,0.0,29.32,29.94,3.0,6.0,5.4,0
8,CULEX PIPIENS,34,1900, S TORRENCE AVE,1446,86.0,73.0,80.0,7.0,69.0,72.0,15.0,0.0,29.32,29.94,3.0,6.0,5.4,0
8,CULEX PIPIENS,16,1900, S TORRENCE AVE,1446,86.0,73.0,80.0,7.0,69.0,72.0,15.0,0.0,29.32,29.94,3.0,6.0,5.4,0
8,CULEX TERRITANS,2,1900, S TORRENCE AVE,1446,86.0,73.0,80.0,7.0,69.0,72.0,15.0,0.0,29.32,29.94,3.0,6.0,5.4,0
