Month,Species,Street,spray_dist,spray_status,Year,Sunset,DaylightHrs,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
9,CULEX PIPIENS/RESTUANS, E 115TH ST,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS, S ASHLAND AVE,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS, E 130TH ST,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS/RESTUANS, S DEARBORN ST,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX TERRITANS, S DEARBORN ST,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS/RESTUANS, W 127TH PL,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS, S CORNELL AVE,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS, S UNION AVE,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS, S KOLMAR,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS, S NORDICA,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS/RESTUANS, S NORDICA,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS/RESTUANS, S DR MARTIN LUTHER KING JR DR,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS, S MELVINA AVE,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS/RESTUANS, S MELVINA AVE,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS, W 64TH ST,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS/RESTUANS, W 64TH ST,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX TERRITANS, W 64TH ST,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS, S STONY ISLAND AVE,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS/RESTUANS, S RACINE AVE,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS, S KILPATRICK AVE,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX RESTUANS, S KILPATRICK AVE,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX TERRITANS, S KILPATRICK AVE,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS, S KEDZIE AVE,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS/RESTUANS, S KEDZIE AVE,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS, S SOUTH SHORE DR,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS/RESTUANS, S SOUTH SHORE DR,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX TERRITANS, S SOUTH SHORE DR,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS, S CICERO AVE,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS/RESTUANS, S CICERO AVE,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX TERRITANS, S CICERO AVE,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS/RESTUANS, S EBERHART AVE,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX TERRITANS, S CHICAGO AVE,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS, S MUSKEGON AVE,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS/RESTUANS, S MUSKEGON AVE,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS/RESTUANS, S HOYNE AVE,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS, S AVENUE G,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS/RESTUANS, S AVENUE G,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS, W 63RD ST,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS/RESTUANS, W 63RD ST,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX RESTUANS, W 63RD ST,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX TERRITANS, W 63RD ST,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS, N ASHLAND AVE OVERPASS,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS, E 91ST ST,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS, S AVENUE L,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS/RESTUANS, S AVENUE L,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS/RESTUANS, S BRANDON,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX TERRITANS, S BRANDON,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS/RESTUANS, S COTTAGE GROVE,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS, S DOTY AVE,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS, S DOTY AVE,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS/RESTUANS, S DOTY AVE,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX RESTUANS, S DOTY AVE,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS/RESTUANS, S MACKINAW,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX TERRITANS, S MACKINAW,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS, S STONY ISLAND AVE,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS/RESTUANS, S STONY ISLAND AVE,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX TERRITANS, S STONY ISLAND AVE,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS, S TORRENCE AVE,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS/RESTUANS, S TORRENCE AVE,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX SALINARIUS, S VINCENNES,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS, S ASHLAND AVE,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS/RESTUANS, S ASHLAND AVE,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX PIPIENS/RESTUANS, W 37TH PL.,,0,2007,18.15,12.68,66.0,46.0,56.0,-9.0,43.0,50.0,0.0,0.0,29.46,30.11,1.9,5.0,6.0
9,CULEX TERRITANS, W GRANVILLE AVE,,0,2007,18.15,12.68,67.0,46.0,57.0,-8.0,42.0,49.0,0.0,0.0,29.4,30.12,1.8,3.0,5.6
9,CULEX PIPIENS/RESTUANS, N RICHMOND ST,,0,2007,18.15,12.68,67.0,46.0,57.0,-8.0,42.0,49.0,0.0,0.0,29.4,30.12,1.8,3.0,5.6
9,CULEX PIPIENS, E 67TH ST,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, E 67TH ST,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, N CENTRAL PARK DR,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, N CENTRAL PARK DR,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, S CALIFORNIA AVE,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, S CALIFORNIA AVE,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, W 95TH ST,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, W 95TH ST,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX TERRITANS, W 95TH ST,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, S ARTESIAN AVE,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, S ARTESIAN AVE,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, W ROOSEVELT,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, W ROOSEVELT,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, S CALIFORNIA,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, S PEORIA ST,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, S STATE ST,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, S STATE ST,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, W CHICAGO,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, W CHICAGO,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, N HUMBOLDT DR,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, N HUMBOLDT DR,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, N LONG AVE,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, N PULASKI RD,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, W LELAND AVE,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, W LELAND AVE,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, E 111TH ST,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, N LAWLER AVE,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, N LAWLER AVE,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, N CANNON DR,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, N CANNON DR,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, W 113TH ST,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, W 113TH ST,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, W 51ST ST,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, W 51ST ST,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX TERRITANS, W 51ST ST,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, W 89TH ST,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, W 89TH ST,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, W PERSHING RD,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, S MILLARD AVE,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, S THROOP,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, S THROOP,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, S WESTERN AVE,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, N FRANCISCO AVE,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, S HOYNE AVE,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, S HOYNE AVE,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX TERRITANS, S HOYNE AVE,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, W 104TH ST,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, W 104TH ST,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, W 116TH ST,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, W 116TH ST,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, W 51ST ST,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, S PULASKI RD,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, S PULASKI RD,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, N CALIFORNIA AVE,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, S ASHLAND AVE,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, W 127TH PL,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, W 127TH PL,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, W 31ST ST,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, W 31ST ST,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, S CORNELL AVE,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, S CENTRAL AVE,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, S CENTRAL AVE,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, S RACINE AVE,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, S KILPATRICK AVE,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, S KEDZIE AVE,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, S KEDZIE AVE,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX TERRITANS, S KEDZIE AVE,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, S SOUTH SHORE DR,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, S SOUTH SHORE DR,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, S CICERO AVE,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, S EBERHART AVE,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, S EBERHART AVE,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, S CHICAGO AVE,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, S CHICAGO AVE,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, S CARPENTER ST,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, S CARPENTER ST,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, S MUSKEGON AVE,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, S MUSKEGON AVE,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, S DR MARTIN LUTHER KING JR DR,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS/RESTUANS, S DR MARTIN LUTHER KING JR DR,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
9,CULEX PIPIENS, S AVENUE G,,0,2007,17.97,12.419999999999998,80.0,55.0,68.0,4.0,48.0,57.0,3.0,0.0,29.46,30.12,10.6,17.0,11.0
