,month,Species,Sunset,Street,DaylightHrs,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Cool,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,WnvPresent
2582,8,CULEX PIPIENS/RESTUANS,18.67, N CANNON DR,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2583,8,CULEX PIPIENS,18.67, N CANNON DR,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2584,8,CULEX PIPIENS/RESTUANS,18.67, W 113TH ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2585,8,CULEX PIPIENS/RESTUANS,18.67, W 113TH ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2586,8,CULEX PIPIENS/RESTUANS,18.67, W 113TH ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,1
2587,8,CULEX PIPIENS,18.67, W 113TH ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,1
2588,8,CULEX PIPIENS,18.67, W 113TH ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,1
2589,8,CULEX PIPIENS/RESTUANS,18.67, S PEORIA ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2590,8,CULEX PIPIENS,18.67, S PEORIA ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2591,8,CULEX PIPIENS/RESTUANS,18.67, W 95TH ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2592,8,CULEX PIPIENS,18.67, W 95TH ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2593,8,CULEX PIPIENS/RESTUANS,18.67, W 89TH ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2594,8,CULEX RESTUANS,18.67, W 89TH ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2595,8,CULEX PIPIENS,18.67, W 89TH ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2596,8,CULEX TERRITANS,18.67, W 89TH ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2597,8,CULEX PIPIENS/RESTUANS,18.67, N LONG AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2598,8,CULEX PIPIENS,18.67, N LONG AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2599,8,CULEX PIPIENS/RESTUANS,18.67, N CALIFORNIA AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2600,8,CULEX PIPIENS,18.67, N CALIFORNIA AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2601,8,CULEX PIPIENS/RESTUANS,18.67, S CENTRAL AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2602,8,CULEX PIPIENS,18.67, S CENTRAL AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2603,8,CULEX PIPIENS/RESTUANS,18.67, N HUMBOLDT DR,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2604,8,CULEX PIPIENS,18.67, N HUMBOLDT DR,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2605,8,CULEX PIPIENS/RESTUANS,18.67, S VINCENNES,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2606,8,CULEX PIPIENS,18.67, S VINCENNES,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2607,8,CULEX PIPIENS/RESTUANS,18.67, S STATE ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2608,8,CULEX PIPIENS,18.67, S STATE ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2609,8,CULEX PIPIENS/RESTUANS,18.67, W 127TH PL,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2610,8,CULEX PIPIENS/RESTUANS,18.67, W 127TH PL,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,1
2611,8,CULEX RESTUANS,18.67, W 127TH PL,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2612,8,CULEX PIPIENS,18.67, W 127TH PL,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2613,8,CULEX PIPIENS,18.67, W 127TH PL,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2614,8,CULEX PIPIENS,18.67, W 127TH PL,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,1
2615,8,CULEX PIPIENS/RESTUANS,18.67, N ASHLAND AVE OVERPASS,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2616,8,CULEX PIPIENS/RESTUANS,18.67, N ASHLAND AVE OVERPASS,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2617,8,CULEX PIPIENS,18.67, N ASHLAND AVE OVERPASS,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2618,8,CULEX PIPIENS,18.67, N ASHLAND AVE OVERPASS,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2619,8,CULEX PIPIENS/RESTUANS,18.67, N FRANCISCO AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2620,8,CULEX PIPIENS,18.67, N FRANCISCO AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2621,8,CULEX PIPIENS/RESTUANS,18.67, S MILLARD AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2622,8,CULEX PIPIENS,18.67, S MILLARD AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,1
2623,8,CULEX PIPIENS/RESTUANS,18.67, N LAWLER AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,1
2624,8,CULEX PIPIENS/RESTUANS,18.67, W 116TH ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2625,8,CULEX PIPIENS,18.67, W 116TH ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2626,8,CULEX PIPIENS/RESTUANS,18.67, S DR MARTIN LUTHER KING JR DR,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2627,8,CULEX PIPIENS,18.67, S DR MARTIN LUTHER KING JR DR,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2628,8,CULEX PIPIENS/RESTUANS,18.67, S WESTERN AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2629,8,CULEX PIPIENS,18.67, S WESTERN AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2630,8,CULEX PIPIENS,18.67, W 18TH ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2631,8,CULEX PIPIENS/RESTUANS,18.67, S CALIFORNIA,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2632,8,CULEX PIPIENS,18.67, S CALIFORNIA,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2633,8,CULEX PIPIENS,18.67, S THROOP,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2634,8,CULEX PIPIENS/RESTUANS,18.67, W 95TH ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2635,8,CULEX PIPIENS,18.67, W 95TH ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2636,8,CULEX PIPIENS/RESTUANS,18.67, S CALIFORNIA AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2637,8,CULEX PIPIENS,18.67, S CALIFORNIA AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2638,8,CULEX PIPIENS/RESTUANS,18.67, S HOYNE AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2639,8,CULEX PIPIENS,18.67, W LELAND AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2640,8,CULEX PIPIENS/RESTUANS,18.67, N CENTRAL PARK DR,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2641,8,CULEX PIPIENS,18.67, N CENTRAL PARK DR,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2642,8,CULEX PIPIENS/RESTUANS,18.67, E 111TH ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2643,8,CULEX PIPIENS,18.67, E 111TH ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2644,8,CULEX PIPIENS/RESTUANS,18.67, S ARTESIAN AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2645,8,CULEX PIPIENS,18.67, S ARTESIAN AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,1
2646,8,CULEX PIPIENS/RESTUANS,18.67, W 104TH ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,1
2647,8,CULEX PIPIENS/RESTUANS,18.67, S HOYNE AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2648,8,CULEX PIPIENS,18.67, S HOYNE AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2649,8,CULEX PIPIENS/RESTUANS,18.67, W 31ST ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2650,8,CULEX PIPIENS,18.67, W 31ST ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2651,8,CULEX PIPIENS/RESTUANS,18.67, N PULASKI RD,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2652,8,CULEX PIPIENS,18.67, N PULASKI RD,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2653,8,CULEX PIPIENS/RESTUANS,18.67, W 51ST ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2654,8,CULEX PIPIENS,18.67, W 51ST ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2655,8,CULEX PIPIENS,18.67, W 51ST ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2656,8,CULEX PIPIENS/RESTUANS,18.67, W 63RD ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2657,8,CULEX PIPIENS,18.67, W 63RD ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2658,8,CULEX PIPIENS,18.67, S KEDZIE AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2659,8,CULEX PIPIENS/RESTUANS,18.67, S CICERO AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2660,8,CULEX PIPIENS,18.67, S CICERO AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2661,8,CULEX PIPIENS/RESTUANS,18.67, W 69TH ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2662,8,CULEX PIPIENS,18.67, W 69TH ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2663,8,CULEX PIPIENS/RESTUANS,18.67, S NORDICA,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2664,8,CULEX PIPIENS/RESTUANS,18.67, S MELVINA AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2665,8,CULEX PIPIENS,18.67, S MELVINA AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2666,8,CULEX PIPIENS/RESTUANS,18.67, E 67TH ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2667,8,CULEX RESTUANS,18.67, E 67TH ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2668,8,CULEX PIPIENS,18.67, E 67TH ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,1
2669,8,CULEX PIPIENS/RESTUANS,18.67, S ASHLAND AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2670,8,CULEX PIPIENS,18.67, S ASHLAND AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2671,8,CULEX PIPIENS/RESTUANS,18.67, S CORNELL AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2672,8,CULEX PIPIENS/RESTUANS,18.67, S DR MARTIN LUTHER KING JR DR,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2673,8,CULEX TERRITANS,18.67, S DR MARTIN LUTHER KING JR DR,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2674,8,CULEX PIPIENS/RESTUANS,18.67, S STONY ISLAND AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2675,8,CULEX PIPIENS/RESTUANS,18.67, S SOUTH SHORE DR,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2676,8,CULEX PIPIENS,18.67, S SOUTH SHORE DR,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2677,8,CULEX PIPIENS/RESTUANS,18.67, S EBERHART AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,1
2678,8,CULEX PIPIENS,18.67, S EBERHART AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2679,8,CULEX PIPIENS/RESTUANS,18.67, S DEARBORN ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2680,8,CULEX PIPIENS,18.67, S DEARBORN ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2681,8,CULEX PIPIENS/RESTUANS,18.67, S UNION AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,1
2682,8,CULEX PIPIENS,18.67, S UNION AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,1
2683,8,CULEX PIPIENS/RESTUANS,18.67, S CHICAGO AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2684,8,CULEX PIPIENS,18.67, S CHICAGO AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,1
2685,8,CULEX PIPIENS/RESTUANS,18.67, S KOLMAR,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2686,8,CULEX PIPIENS,18.67, S KOLMAR,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2687,8,CULEX TERRITANS,18.67, S KOLMAR,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2688,8,CULEX PIPIENS/RESTUANS,18.67, W 64TH ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2689,8,CULEX PIPIENS,18.67, W 64TH ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,1
2690,8,CULEX SALINARIUS,18.67, W 64TH ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2691,8,CULEX PIPIENS/RESTUANS,18.67, S PULASKI RD,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2692,8,CULEX PIPIENS,18.67, S PULASKI RD,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2693,8,CULEX PIPIENS/RESTUANS,18.67, S KEDZIE AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2694,8,CULEX TERRITANS,18.67, S KEDZIE AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2695,8,CULEX PIPIENS/RESTUANS,18.67, S RACINE AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2696,8,CULEX PIPIENS,18.67, S RACINE AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2697,8,CULEX PIPIENS/RESTUANS,18.67, E 138TH ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2698,8,CULEX PIPIENS,18.67, E 138TH ST,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2699,8,CULEX PIPIENS/RESTUANS,18.67, S MUSKEGON AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2700,8,CULEX PIPIENS,18.67, S MUSKEGON AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2701,8,CULEX PIPIENS/RESTUANS,18.67, S AVENUE G,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2702,8,CULEX PIPIENS,18.67, S AVENUE G,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2703,8,CULEX PIPIENS/RESTUANS,18.67, S KILPATRICK AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2704,8,CULEX PIPIENS,18.67, S KILPATRICK AVE,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2705,8,CULEX PIPIENS/RESTUANS,18.67, W 37TH PL.,13.52,90.0,70.0,80.0,9.0,70.0,73.0,15.0,1.33,29.16,29.81,5.5,25.0,7.3,0
2706,8,CULEX PIPIENS/RESTUANS,18.57, S DOTY AVE,13.35,78.0,61.0,70.0,0.0,55.0,62.0,5.0,1.96,29.34,29.98,7.8,21.0,8.3,0
2707,8,CULEX PIPIENS/RESTUANS,18.57, S DOTY AVE,13.35,78.0,61.0,70.0,0.0,55.0,62.0,5.0,1.96,29.34,29.98,7.8,21.0,8.3,0
2708,8,CULEX PIPIENS/RESTUANS,18.57, S DOTY AVE,13.35,78.0,61.0,70.0,0.0,55.0,62.0,5.0,1.96,29.34,29.98,7.8,21.0,8.3,0
2709,8,CULEX PIPIENS/RESTUANS,18.57, S DOTY AVE,13.35,78.0,61.0,70.0,0.0,55.0,62.0,5.0,1.96,29.34,29.98,7.8,21.0,8.3,0
2710,8,CULEX PIPIENS/RESTUANS,18.57, S DOTY AVE,13.35,78.0,61.0,70.0,0.0,55.0,62.0,5.0,1.96,29.34,29.98,7.8,21.0,8.3,1
2711,8,CULEX PIPIENS/RESTUANS,18.57, S DOTY AVE,13.35,78.0,61.0,70.0,0.0,55.0,62.0,5.0,1.96,29.34,29.98,7.8,21.0,8.3,1
2712,8,CULEX PIPIENS,18.57, S DOTY AVE,13.35,78.0,61.0,70.0,0.0,55.0,62.0,5.0,1.96,29.34,29.98,7.8,21.0,8.3,0
2713,8,CULEX PIPIENS,18.57, S DOTY AVE,13.35,78.0,61.0,70.0,0.0,55.0,62.0,5.0,1.96,29.34,29.98,7.8,21.0,8.3,0
2714,8,CULEX PIPIENS,18.57, S DOTY AVE,13.35,78.0,61.0,70.0,0.0,55.0,62.0,5.0,1.96,29.34,29.98,7.8,21.0,8.3,0
2715,8,CULEX PIPIENS,18.57, S DOTY AVE,13.35,78.0,61.0,70.0,0.0,55.0,62.0,5.0,1.96,29.34,29.98,7.8,21.0,8.3,1
2716,8,CULEX PIPIENS,18.57, S DOTY AVE,13.35,78.0,61.0,70.0,0.0,55.0,62.0,5.0,1.96,29.34,29.98,7.8,21.0,8.3,0
2717,8,CULEX PIPIENS,18.57, S DOTY AVE,13.35,78.0,61.0,70.0,0.0,55.0,62.0,5.0,1.96,29.34,29.98,7.8,21.0,8.3,0
2718,8,CULEX PIPIENS,18.57, S DOTY AVE,13.35,78.0,61.0,70.0,0.0,55.0,62.0,5.0,1.96,29.34,29.98,7.8,21.0,8.3,0
2719,8,CULEX PIPIENS,18.57, S DOTY AVE,13.35,78.0,61.0,70.0,0.0,55.0,62.0,5.0,1.96,29.34,29.98,7.8,21.0,8.3,0
2720,8,CULEX PIPIENS,18.57, S DOTY AVE,13.35,78.0,61.0,70.0,0.0,55.0,62.0,5.0,1.96,29.34,29.98,7.8,21.0,8.3,0
2721,8,CULEX PIPIENS,18.57, S DOTY AVE,13.35,78.0,61.0,70.0,0.0,55.0,62.0,5.0,1.96,29.34,29.98,7.8,21.0,8.3,0
2722,8,CULEX PIPIENS,18.57, S DOTY AVE,13.35,78.0,61.0,70.0,0.0,55.0,62.0,5.0,1.96,29.34,29.98,7.8,21.0,8.3,0
2723,8,CULEX PIPIENS,18.57, S DOTY AVE,13.35,78.0,61.0,70.0,0.0,55.0,62.0,5.0,1.96,29.34,29.98,7.8,21.0,8.3,0
2724,8,CULEX PIPIENS,18.57, S DOTY AVE,13.35,78.0,61.0,70.0,0.0,55.0,62.0,5.0,1.96,29.34,29.98,7.8,21.0,8.3,0
2725,8,CULEX PIPIENS,18.57, S DOTY AVE,13.35,78.0,61.0,70.0,0.0,55.0,62.0,5.0,1.96,29.34,29.98,7.8,21.0,8.3,0
2726,8,CULEX PIPIENS,18.57, S DOTY AVE,13.35,78.0,61.0,70.0,0.0,55.0,62.0,5.0,1.96,29.34,29.98,7.8,21.0,8.3,0
2727,8,CULEX PIPIENS,18.57, S DOTY AVE,13.35,78.0,61.0,70.0,0.0,55.0,62.0,5.0,1.96,29.34,29.98,7.8,21.0,8.3,0
2728,8,CULEX PIPIENS,18.57, S DOTY AVE,13.35,78.0,61.0,70.0,0.0,55.0,62.0,5.0,1.96,29.34,29.98,7.8,21.0,8.3,0
2729,8,CULEX PIPIENS,18.57, S DOTY AVE,13.35,78.0,61.0,70.0,0.0,55.0,62.0,5.0,1.96,29.34,29.98,7.8,21.0,8.3,0
2730,8,CULEX PIPIENS,18.57, S DOTY AVE,13.35,78.0,61.0,70.0,0.0,55.0,62.0,5.0,1.96,29.34,29.98,7.8,21.0,8.3,0
2731,8,CULEX PIPIENS,18.57, S DOTY AVE,13.35,78.0,61.0,70.0,0.0,55.0,62.0,5.0,1.96,29.34,29.98,7.8,21.0,8.3,0
2732,8,CULEX PIPIENS,18.57, S DOTY AVE,13.35,78.0,61.0,70.0,0.0,55.0,62.0,5.0,1.96,29.34,29.98,7.8,21.0,8.3,0
2733,8,CULEX PIPIENS,18.57, S DOTY AVE,13.35,78.0,61.0,70.0,0.0,55.0,62.0,5.0,1.96,29.34,29.98,7.8,21.0,8.3,0
2734,8,CULEX PIPIENS,18.57, S DOTY AVE,13.35,78.0,61.0,70.0,0.0,55.0,62.0,5.0,1.96,29.34,29.98,7.8,21.0,8.3,0
